Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
27,Travel_Rarely,1103,Other,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,1,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,0
54,Travel_Frequently,966,Other,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,9,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,0
44,Travel_Rarely,1117,Other,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,1,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,0
19,Non-Travel,504,Other,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single,1,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0,1
29,Travel_Rarely,1010,Other,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,4,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,0
54,Travel_Rarely,685,Other,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married,10,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9,0
31,Travel_Rarely,1332,Other,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,7,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,0
31,Travel_Rarely,1062,Other,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,7,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,0
59,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,6,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,0
43,Travel_Rarely,920,Other,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married,10,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7,0
49,Travel_Rarely,1098,Other,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,10,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0,0
36,Travel_Frequently,469,Other,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,4,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,0
48,Travel_Rarely,969,Other,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,0
27,Travel_Rarely,1167,Other,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,0
29,Travel_Rarely,1329,Other,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,7,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,0
48,Travel_Rarely,715,Other,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single,10,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0,0
29,Travel_Rarely,694,Other,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,10,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,0
34,Travel_Rarely,1320,Other,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,2,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,0
44,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,10,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10,0
33,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,0
19,Travel_Rarely,265,Other,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,3,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,0
23,Travel_Rarely,373,Other,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,1,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,0
25,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,1,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0,1
26,Travel_Rarely,583,Other,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,3,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,0
45,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,10,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11,1
55,Non-Travel,177,Other,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,9,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0,0
21,Travel_Frequently,251,Other,10,2,Life Sciences,1,1279,1,Female,45,2,1,Laboratory Technician,3,Single,2,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,1
46,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,10,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,0
34,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,5,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2,0
51,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,Male,83,3,5,Manager,2,Divorced,10,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,0
59,Travel_Rarely,1429,Other,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,9,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4,0
34,Travel_Frequently,135,Other,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,5,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,0
28,Travel_Frequently,791,Other,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,1,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,0
44,Travel_Rarely,1199,Other,4,2,Life Sciences,1,1288,3,Male,92,4,5,Manager,1,Divorced,10,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13,0
34,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,5,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8,0
35,Travel_Rarely,735,Other,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,Married,4,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2,0
42,Travel_Rarely,603,Other,7,4,Medical,1,1292,2,Female,78,4,2,Research Scientist,2,Married,2,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0,0
43,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,56,2,3,Sales Executive,4,Single,9,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,0
36,Travel_Rarely,429,Other,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,6,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,0
44,Travel_Rarely,621,Other,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married,8,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5,1
28,Travel_Frequently,193,Other,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,4,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,0
51,Travel_Frequently,968,Other,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,3,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7,0
30,Non-Travel,879,Other,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,5,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,0
29,Travel_Rarely,806,Other,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,4,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,1
28,Travel_Rarely,640,Other,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single,1,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2,0
25,Travel_Rarely,266,Other,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,1,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1,0
32,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,56,4,2,Sales Executive,4,Married,7,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,0
45,Travel_Frequently,364,Other,25,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single,10,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0,0
39,Travel_Rarely,412,Other,13,4,Medical,1,1307,3,Female,94,2,4,Manager,2,Divorced,10,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2,0
58,Travel_Rarely,848,Other,23,4,Life Sciences,1,1308,1,Male,88,3,1,Research Scientist,3,Divorced,2,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2,0
32,Travel_Rarely,1089,Other,7,2,Life Sciences,1,1309,4,Male,79,3,2,Laboratory Technician,3,Married,5,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1,1
39,Travel_Rarely,360,Other,23,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,1,Single,4,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,1
30,Travel_Rarely,1138,Other,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,5,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,0
36,Travel_Rarely,325,Other,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,8,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7,0
46,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,4,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,0
28,Non-Travel,1476,Other,1,3,Life Sciences,1,1315,3,Female,55,1,2,Laboratory Technician,4,Married,7,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,0
50,Travel_Rarely,1322,Other,28,3,Life Sciences,1,1317,4,Female,43,3,4,Research Director,1,Married,10,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,0
40,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57,2,3,Sales Executive,2,Single,8,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,1
52,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,2,Male,64,3,3,Sales Executive,2,Single,8,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7,1
30,Travel_Rarely,634,Other,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,9,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,0
39,Travel_Rarely,524,Other,18,2,Life Sciences,1,1322,1,Male,32,3,2,Manufacturing Director,3,Single,5,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7,0
31,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,8,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,0
41,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,40,1,2,Sales Executive,2,Single,7,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,0
31,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single,1,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2,1
44,Travel_Rarely,935,Other,3,3,Life Sciences,1,1333,1,Male,89,3,1,Laboratory Technician,1,Married,2,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2,1
42,Non-Travel,495,Other,2,1,Life Sciences,1,1334,3,Male,37,3,4,Manager,3,Married,10,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,0
55,Travel_Rarely,282,Other,2,2,Medical,1,1336,4,Female,58,1,5,Manager,3,Married,10,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11,0
56,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338,4,Male,99,3,5,Manager,2,Single,10,4022,6,Y,No,14,3,1,80,0,36,4,3,7,3,7,7,0
40,Non-Travel,458,Other,16,2,Life Sciences,1,1340,3,Male,74,3,1,Research Scientist,3,Divorced,4,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0,0
34,Travel_Rarely,943,Other,9,3,Life Sciences,1,1344,4,Male,86,3,3,Healthcare Representative,4,Divorced,8,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6,0
40,Travel_Rarely,523,Other,2,3,Life Sciences,1,1346,3,Male,98,3,2,Research Scientist,4,Single,5,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,0
41,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,66,3,2,Sales Executive,1,Divorced,4,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,0
35,Travel_Frequently,482,Other,4,4,Life Sciences,1,1350,3,Male,87,3,2,Research Scientist,3,Single,5,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,0
51,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,84,3,4,Manager,2,Divorced,10,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10,0
38,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,2,Female,31,3,2,Sales Executive,1,Divorced,8,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7,0
34,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,66,3,2,Sales Executive,1,Single,7,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6,0
25,Travel_Rarely,882,Other,19,1,Medical,1,1358,4,Male,67,3,1,Laboratory Technician,4,Married,4,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2,0
58,Travel_Rarely,601,Other,7,4,Medical,1,1360,3,Female,53,2,3,Manufacturing Director,1,Married,9,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9,1
40,Travel_Rarely,329,Other,1,4,Life Sciences,1,1361,2,Male,88,3,1,Laboratory Technician,2,Married,2,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3,0
36,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married,5,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13,0
48,Travel_Rarely,855,Other,4,3,Life Sciences,1,1363,4,Male,54,3,3,Manufacturing Director,4,Single,8,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,0
27,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,Married,2,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,0
51,Travel_Rarely,1405,Other,11,2,Technical Degree,1,1367,4,Female,82,2,4,Manufacturing Director,2,Single,9,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3,0
18,Non-Travel,1124,Other,1,3,Life Sciences,1,1368,4,Female,97,3,1,Laboratory Technician,4,Single,1,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0,0
35,Travel_Rarely,817,Other,1,3,Medical,1,1369,4,Female,60,2,2,Laboratory Technician,4,Married,6,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0,0
27,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,43,1,2,Sales Executive,4,Single,6,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0,0
55,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,85,4,4,Sales Executive,3,Single,9,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,1
56,Travel_Rarely,1369,Other,23,3,Life Sciences,1,1373,4,Male,68,3,4,Manufacturing Director,2,Married,9,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9,0
34,Non-Travel,999,Other,26,1,Technical Degree,1,1374,1,Female,92,2,1,Research Scientist,3,Divorced,1,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,0
40,Travel_Rarely,1202,Other,2,1,Medical,1,1375,2,Female,89,4,2,Healthcare Representative,3,Divorced,7,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8,0
34,Travel_Rarely,285,Other,29,3,Medical,1,1377,2,Male,86,3,2,Laboratory Technician,3,Married,6,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7,0
31,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single,3,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0,1
35,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,67,3,2,Sales Executive,3,Married,5,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,1
38,Travel_Frequently,693,Other,7,3,Life Sciences,1,1382,4,Male,57,4,1,Research Scientist,3,Divorced,2,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3,0
34,Travel_Rarely,404,Other,2,4,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single,7,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,0
28,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,Male,48,2,2,Sales Executive,1,Married,5,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4,0
31,Travel_Rarely,330,Other,22,4,Medical,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married,7,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,1
39,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,Male,44,2,2,Sales Executive,4,Married,7,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,0
51,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,Sales Executive,2,Married,9,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,0
41,Travel_Frequently,1200,Other,22,3,Life Sciences,1,1392,4,Female,75,3,2,Research Scientist,4,Divorced,6,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,0
37,Travel_Rarely,1439,Other,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,3,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3,0
33,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,2,Male,61,3,2,Sales Executive,4,Married,9,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2,0
32,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,36,3,2,Sales Executive,2,Married,4,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2,0
39,Non-Travel,1485,Other,25,2,Life Sciences,1,1397,3,Male,71,3,3,Healthcare Representative,3,Married,9,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5,0
25,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married,7,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,0
52,Travel_Frequently,322,Other,28,2,Medical,1,1401,4,Female,59,4,4,Manufacturing Director,3,Married,9,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2,0
43,Travel_Rarely,930,Other,6,3,Medical,1,1402,1,Female,73,2,2,Research Scientist,3,Single,4,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,0
27,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Married,7,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,0
27,Travel_Rarely,135,Other,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single,2,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7,1
26,Travel_Rarely,683,Other,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single,4,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1,0
42,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,3,Female,31,3,4,Manager,1,Married,10,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,0
52,Travel_Rarely,258,Other,8,4,Other,1,1409,3,Female,54,3,1,Laboratory Technician,1,Married,3,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,0
37,Travel_Rarely,1462,Other,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,4,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,0
35,Travel_Frequently,200,Other,18,2,Life Sciences,1,1412,3,Male,60,3,3,Manufacturing Director,4,Single,8,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2,0
25,Travel_Rarely,949,Other,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2,0
26,Travel_Rarely,652,Other,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,4,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,0
29,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single,8,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9,0
49,Travel_Frequently,1475,Other,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,5,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3,1
29,Travel_Frequently,337,Other,14,1,Other,1,1421,3,Female,84,3,3,Healthcare Representative,4,Single,8,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,1
54,Travel_Rarely,971,Other,1,3,Medical,1,1422,4,Female,54,3,4,Research Director,4,Single,10,5652,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7,0
58,Travel_Rarely,1055,Other,1,3,Medical,1,1423,4,Female,76,3,5,Research Director,1,Married,10,22456,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5,0
55,Travel_Rarely,1136,Other,1,4,Medical,1,1424,2,Male,81,4,4,Research Director,4,Divorced,10,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0,0
36,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,8,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,0
31,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,Single,1,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,1
30,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced,5,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,0
31,Travel_Rarely,182,Other,8,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,2,Single,10,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,0
34,Travel_Frequently,560,Other,1,4,Other,1,1431,4,Male,91,3,1,Research Scientist,1,Divorced,3,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,0
31,Travel_Rarely,202,Other,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single,1,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,1
27,Travel_Rarely,1377,Other,11,1,Life Sciences,1,1434,2,Male,91,3,1,Laboratory Technician,1,Married,1,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,0
36,Travel_Rarely,172,Other,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,7,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,0
36,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,6,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,0
47,Travel_Rarely,465,Other,1,3,Technical Degree,1,1438,1,Male,74,3,1,Research Scientist,4,Married,4,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2,0
25,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,5,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2,1
37,Non-Travel,1413,Other,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,4,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3,0
56,Travel_Rarely,1255,Other,1,2,Life Sciences,1,1441,1,Female,90,3,1,Research Scientist,1,Married,1,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,0
47,Travel_Rarely,359,Other,2,4,Medical,1,1443,1,Female,82,3,4,Research Director,3,Married,10,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6,0
24,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,Female,42,3,2,Sales Executive,3,Married,4,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3,0
32,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,4,Male,97,3,2,Sales Executive,4,Married,8,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,0
34,Travel_Rarely,401,Other,1,3,Life Sciences,1,1447,4,Female,86,2,1,Laboratory Technician,2,Married,3,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2,0
41,Travel_Rarely,1283,Other,5,5,Medical,1,1448,2,Male,90,4,1,Research Scientist,3,Married,1,5561,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3,0
40,Non-Travel,663,Other,9,4,Other,1,1449,3,Male,81,3,2,Laboratory Technician,3,Divorced,4,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7,0
31,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,Male,31,3,3,Sales Executive,4,Divorced,9,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9,0
46,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced,9,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3,1
39,Non-Travel,592,Other,2,3,Life Sciences,1,1458,1,Female,54,2,1,Laboratory Technician,1,Single,4,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0,1
31,Travel_Frequently,1445,Other,1,5,Life Sciences,1,1459,3,Female,100,4,3,Manufacturing Director,2,Single,8,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7,1
45,Travel_Rarely,1038,Other,20,3,Medical,1,1460,2,Male,95,1,3,Healthcare Representative,1,Divorced,9,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,0
